movie_ID	genres
11765	{'id': 28_'name': 'Action'|'id': 18_'name': 'Drama'}
11767	{'id': 12_'name': 'Adventure'|'id': 18_'name': 'Drama'|'id': 10749_'name': 'Romance'}
11770	{'id': 28_'name': 'Action'|'id': 35_'name': 'Comedy'}
11772	{'id': 9648_'name': 'Mystery'|'id': 27_'name': 'Horror'|'id': 53_'name': 'Thriller'}
11773	{'id': 27_'name': 'Horror'|'id': 878_'name': 'Science Fiction'}
11774	{'id': 12_'name': 'Adventure'|'id': 35_'name': 'Comedy'|'id': 10751_'name': 'Family'}
11775	{'id': 80_'name': 'Crime'|'id': 35_'name': 'Comedy'|'id': 10749_'name': 'Romance'}
11777	{'id': 35_'name': 'Comedy'|'id': 18_'name': 'Drama'|'id': 10749_'name': 'Romance'}
11778	{'id': 18_'name': 'Drama'|'id': 10752_'name': 'War'}
11779	{'id': 99_'name': 'Documentary'|'id': 10402_'name': 'Music'}
11780	{'id': 12_'name': 'Adventure'}
11782	{'id': 28_'name': 'Action'|'id': 53_'name': 'Thriller'|'id': 80_'name': 'Crime'}
11787	{'id': 35_'name': 'Comedy'|'id': 18_'name': 'Drama'}
11788	{'id': 18_'name': 'Drama'|'id': 36_'name': 'History'}
11790	{'id': 35_'name': 'Comedy'|'id': 18_'name': 'Drama'}
11791	{'id': 27_'name': 'Horror'|'id': 53_'name': 'Thriller'|'id': 9648_'name': 'Mystery'}
11795	{'id': 878_'name': 'Science Fiction'}
11796	{'id': 35_'name': 'Comedy'|'id': 18_'name': 'Drama'|'id': 10749_'name': 'Romance'}
11797	{'id': 27_'name': 'Horror'}
11798	{'id': 18_'name': 'Drama'|'id': 80_'name': 'Crime'}
11799	{'id': 12_'name': 'Adventure'|'id': 35_'name': 'Comedy'}
11800	{'id': 35_'name': 'Comedy'|'id': 10749_'name': 'Romance'}
11801	{'id': 10749_'name': 'Romance'|'id': 18_'name': 'Drama'}
11802	{'id': 16_'name': 'Animation'|'id': 10751_'name': 'Family'}
11804	{'id': 18_'name': 'Drama'|'id': 27_'name': 'Horror'|'id': 53_'name': 'Thriller'}
11806	{'id': 35_'name': 'Comedy'|'id': 10751_'name': 'Family'}
11807	{'id': 18_'name': 'Drama'|'id': 35_'name': 'Comedy'|'id': 10749_'name': 'Romance'}
11808	{'id': 53_'name': 'Thriller'|'id': 80_'name': 'Crime'|'id': 28_'name': 'Action'}
11811	{'id': 35_'name': 'Comedy'|'id': 27_'name': 'Horror'|'id': 53_'name': 'Thriller'}
11812	{'id': 10749_'name': 'Romance'|'id': 35_'name': 'Comedy'}
11813	{'id': 28_'name': 'Action'|'id': 35_'name': 'Comedy'}
11814	{'id': 35_'name': 'Comedy'|'id': 10749_'name': 'Romance'|'id': 14_'name': 'Fantasy'}
11815	{'id': 18_'name': 'Drama'|'id': 27_'name': 'Horror'|'id': 878_'name': 'Science Fiction'}
11816	{'id': 18_'name': 'Drama'}
11817	{'id': 28_'name': 'Action'|'id': 35_'name': 'Comedy'|'id': 14_'name': 'Fantasy'}
11820	{'id': 18_'name': 'Drama'|'id': 10749_'name': 'Romance'}
11821	{'id': 35_'name': 'Comedy'|'id': 10749_'name': 'Romance'}
11822	{'id': 18_'name': 'Drama'|'id': 27_'name': 'Horror'}
11823	{'id': 35_'name': 'Comedy'|'id': 10749_'name': 'Romance'}
11824	{'id': 35_'name': 'Comedy'|'id': 14_'name': 'Fantasy'|'id': 10749_'name': 'Romance'}
11825	{'id': 35_'name': 'Comedy'|'id': 80_'name': 'Crime'}
11826	{'id': 80_'name': 'Crime'|'id': 18_'name': 'Drama'|'id': 53_'name': 'Thriller'}
11827	{'id': 16_'name': 'Animation'|'id': 878_'name': 'Science Fiction'}
11828	{'id': 12_'name': 'Adventure'|'id': 14_'name': 'Fantasy'|'id': 35_'name': 'Comedy'}
11830	{'id': 35_'name': 'Comedy'}
11831	{'id': 18_'name': 'Drama'|'id': 36_'name': 'History'|'id': 9648_'name': 'Mystery'}
11832	{'id': 35_'name': 'Comedy'|'id': 18_'name': 'Drama'}
11834	{'id': 14_'name': 'Fantasy'|'id': 35_'name': 'Comedy'}
11835	{'id': 28_'name': 'Action'|'id': 80_'name': 'Crime'|'id': 18_'name': 'Drama'|'id': 53_'name': 'Thriller'}
11836	{'id': 16_'name': 'Animation'|'id': 35_'name': 'Comedy'|'id': 10751_'name': 'Family'}
11837	{'id': 12_'name': 'Adventure'|'id': 16_'name': 'Animation'|'id': 18_'name': 'Drama'}
11838	{'id': 27_'name': 'Horror'}
11839	{'id': 28_'name': 'Action'|'id': 12_'name': 'Adventure'|'id': 35_'name': 'Comedy'|'id': 10751_'name': 'Family'}
11841	{'id': 28_'name': 'Action'|'id': 12_'name': 'Adventure'}
11842	{'id': 28_'name': 'Action'|'id': 37_'name': 'Western'}
11843	{'id': 9648_'name': 'Mystery'|'id': 35_'name': 'Comedy'|'id': 80_'name': 'Crime'}
11844	{'id': 35_'name': 'Comedy'|'id': 18_'name': 'Drama'}
11845	{'id': 10749_'name': 'Romance'|'id': 18_'name': 'Drama'}
11846	{'id': 35_'name': 'Comedy'|'id': 10749_'name': 'Romance'}
11847	{'id': 28_'name': 'Action'|'id': 35_'name': 'Comedy'|'id': 53_'name': 'Thriller'}
11848	{'id': 16_'name': 'Animation'|'id': 35_'name': 'Comedy'|'id': 18_'name': 'Drama'}
11849	{'id': 28_'name': 'Action'|'id': 12_'name': 'Adventure'|'id': 14_'name': 'Fantasy'|'id': 878_'name': 'Science Fiction'}
11850	{'id': 27_'name': 'Horror'|'id': 9648_'name': 'Mystery'|'id': 878_'name': 'Science Fiction'|'id': 53_'name': 'Thriller'}
11851	{'id': 28_'name': 'Action'|'id': 12_'name': 'Adventure'|'id': 80_'name': 'Crime'|'id': 18_'name': 'Drama'|'id': 9648_'name': 'Mystery'|'id': 53_'name': 'Thriller'}
11852	{'id': 35_'name': 'Comedy'|'id': 14_'name': 'Fantasy'}
11853	{'id': 28_'name': 'Action'|'id': 12_'name': 'Adventure'|'id': 35_'name': 'Comedy'|'id': 18_'name': 'Drama'|'id': 37_'name': 'Western'}
11854	{'id': 18_'name': 'Drama'|'id': 10749_'name': 'Romance'}
11855	{'id': 35_'name': 'Comedy'}
11856	{'id': 28_'name': 'Action'|'id': 12_'name': 'Adventure'|'id': 35_'name': 'Comedy'|'id': 18_'name': 'Drama'}
11857	{'id': 35_'name': 'Comedy'|'id': 18_'name': 'Drama'}
11858	{'id': 35_'name': 'Comedy'|'id': 10752_'name': 'War'}
11859	{'id': 28_'name': 'Action'|'id': 53_'name': 'Thriller'|'id': 10749_'name': 'Romance'}
11860	{'id': 35_'name': 'Comedy'|'id': 10749_'name': 'Romance'}
11861	{'id': 18_'name': 'Drama'|'id': 10749_'name': 'Romance'}
11862	{'id': 35_'name': 'Comedy'}
11863	{'id': 28_'name': 'Action'|'id': 53_'name': 'Thriller'|'id': 9648_'name': 'Mystery'|'id': 10749_'name': 'Romance'}
11864	{'id': 18_'name': 'Drama'|'id': 878_'name': 'Science Fiction'}
11866	{'id': 28_'name': 'Action'|'id': 12_'name': 'Adventure'|'id': 18_'name': 'Drama'|'id': 53_'name': 'Thriller'}
11867	{'id': 28_'name': 'Action'|'id': 878_'name': 'Science Fiction'}
11868	{'id': 27_'name': 'Horror'}
11869	{'id': 35_'name': 'Comedy'}
11870	{'id': 35_'name': 'Comedy'|'id': 10751_'name': 'Family'}
11873	{'id': 18_'name': 'Drama'}
11874	{'id': 28_'name': 'Action'|'id': 35_'name': 'Comedy'|'id': 37_'name': 'Western'}
11876	{'id': 10752_'name': 'War'|'id': 12_'name': 'Adventure'|'id': 18_'name': 'Drama'|'id': 10749_'name': 'Romance'}
11878	{'id': 18_'name': 'Drama'|'id': 53_'name': 'Thriller'}
11879	{'id': 18_'name': 'Drama'|'id': 27_'name': 'Horror'|'id': 53_'name': 'Thriller'}
11880	{'id': 27_'name': 'Horror'|'id': 28_'name': 'Action'|'id': 53_'name': 'Thriller'}
11881	{'id': 18_'name': 'Drama'|'id': 10751_'name': 'Family'}
11884	{'id': 12_'name': 'Adventure'|'id': 878_'name': 'Science Fiction'|'id': 28_'name': 'Action'}
11886	{'id': 16_'name': 'Animation'|'id': 10751_'name': 'Family'}
11887	{'id': 35_'name': 'Comedy'|'id': 18_'name': 'Drama'|'id': 10751_'name': 'Family'|'id': 10402_'name': 'Music'|'id': 10749_'name': 'Romance'}
11888	{'id': 12_'name': 'Adventure'|'id': 35_'name': 'Comedy'|'id': 10751_'name': 'Family'}
11889	{'id': 18_'name': 'Drama'|'id': 10749_'name': 'Romance'}
11890	{'id': 28_'name': 'Action'|'id': 35_'name': 'Comedy'|'id': 53_'name': 'Thriller'|'id': 10751_'name': 'Family'}
11891	{'id': 28_'name': 'Action'|'id': 35_'name': 'Comedy'}
11892	{'id': 80_'name': 'Crime'|'id': 18_'name': 'Drama'|'id': 53_'name': 'Thriller'}
11893	{'id': 28_'name': 'Action'|'id': 53_'name': 'Thriller'}
11894	{'id': 35_'name': 'Comedy'|'id': 18_'name': 'Drama'|'id': 10751_'name': 'Family'|'id': 10749_'name': 'Romance'}
11895	{'id': 35_'name': 'Comedy'|'id': 80_'name': 'Crime'}
11896	{'id': 80_'name': 'Crime'|'id': 35_'name': 'Comedy'}
11897	{'id': 36_'name': 'History'|'id': 37_'name': 'Western'|'id': 12_'name': 'Adventure'}
11898	{'id': 35_'name': 'Comedy'|'id': 18_'name': 'Drama'}
11899	{'id': 10749_'name': 'Romance'|'id': 35_'name': 'Comedy'|'id': 10751_'name': 'Family'}
11900	{'id': 35_'name': 'Comedy'|'id': 18_'name': 'Drama'}
11901	{'id': 37_'name': 'Western'}
11902	{'id': 10752_'name': 'War'|'id': 18_'name': 'Drama'|'id': 35_'name': 'Comedy'}
11904	{'id': 28_'name': 'Action'|'id': 12_'name': 'Adventure'|'id': 80_'name': 'Crime'|'id': 18_'name': 'Drama'|'id': 10751_'name': 'Family'|'id': 9648_'name': 'Mystery'|'id': 53_'name': 'Thriller'}
11905	{'id': 14_'name': 'Fantasy'|'id': 27_'name': 'Horror'}
11906	{'id': 27_'name': 'Horror'}
11907	{'id': 18_'name': 'Drama'|'id': 35_'name': 'Comedy'|'id': 10751_'name': 'Family'}
11908	{'id': 35_'name': 'Comedy'|'id': 27_'name': 'Horror'}
11909	{'id': 53_'name': 'Thriller'|'id': 80_'name': 'Crime'|'id': 18_'name': 'Drama'}
11910	{'id': 18_'name': 'Drama'|'id': 14_'name': 'Fantasy'}
11911	{'id': 18_'name': 'Drama'}
11912	{'id': 35_'name': 'Comedy'}
11913	{'id': 35_'name': 'Comedy'}
11914	{'id': 35_'name': 'Comedy'}
11915	{'id': 35_'name': 'Comedy'}
11916	{'id': 37_'name': 'Western'}
11917	{'id': 27_'name': 'Horror'|'id': 53_'name': 'Thriller'|'id': 80_'name': 'Crime'}
11918	{'id': 28_'name': 'Action'|'id': 35_'name': 'Comedy'|'id': 878_'name': 'Science Fiction'}
11925	{'id': 35_'name': 'Comedy'}
11927	{'id': 53_'name': 'Thriller'|'id': 27_'name': 'Horror'}
11928	{'id': 18_'name': 'Drama'|'id': 9648_'name': 'Mystery'}
11929	{'id': 80_'name': 'Crime'|'id': 18_'name': 'Drama'|'id': 9648_'name': 'Mystery'}
11930	{'id': 28_'name': 'Action'}
11931	{'id': 35_'name': 'Comedy'|'id': 18_'name': 'Drama'|'id': 10749_'name': 'Romance'}
11932	{'id': 27_'name': 'Horror'|'id': 35_'name': 'Comedy'}
11933	{'id': 35_'name': 'Comedy'|'id': 12_'name': 'Adventure'}
11934	{'id': 35_'name': 'Comedy'|'id': 18_'name': 'Drama'}
11935	{'id': 18_'name': 'Drama'|'id': 28_'name': 'Action'|'id': 53_'name': 'Thriller'|'id': 878_'name': 'Science Fiction'}
11936	{'id': 35_'name': 'Comedy'|'id': 18_'name': 'Drama'}
11937	{'id': 28_'name': 'Action'|'id': 35_'name': 'Comedy'}
11938	{'id': 35_'name': 'Comedy'}
11939	{'id': 35_'name': 'Comedy'}
11940	{'id': 28_'name': 'Action'|'id': 12_'name': 'Adventure'|'id': 10751_'name': 'Family'|'id': 14_'name': 'Fantasy'|'id': 878_'name': 'Science Fiction'}
11942	{'id': 28_'name': 'Action'|'id': 80_'name': 'Crime'|'id': 18_'name': 'Drama'|'id': 53_'name': 'Thriller'|'id': 37_'name': 'Western'}
11943	{'id': 12_'name': 'Adventure'|'id': 37_'name': 'Western'}
11944	{'id': 18_'name': 'Drama'|'id': 36_'name': 'History'}
11945	{'id': 35_'name': 'Comedy'|'id': 10751_'name': 'Family'}
11946	{'id': 35_'name': 'Comedy'|'id': 10751_'name': 'Family'}
11948	{'id': 18_'name': 'Drama'|'id': 36_'name': 'History'}
11949	{'id': 35_'name': 'Comedy'}
11950	{'id': 28_'name': 'Action'|'id': 35_'name': 'Comedy'}
11951	{'id': 28_'name': 'Action'|'id': 53_'name': 'Thriller'|'id': 18_'name': 'Drama'}
11953	{'id': 28_'name': 'Action'|'id': 18_'name': 'Drama'|'id': 36_'name': 'History'|'id': 10752_'name': 'War'}
11954	{'id': 14_'name': 'Fantasy'|'id': 27_'name': 'Horror'|'id': 878_'name': 'Science Fiction'|'id': 53_'name': 'Thriller'}
11955	{'id': 28_'name': 'Action'|'id': 12_'name': 'Adventure'|'id': 18_'name': 'Drama'|'id': 53_'name': 'Thriller'}
11956	{'id': 35_'name': 'Comedy'}
11958	{'id': 18_'name': 'Drama'|'id': 80_'name': 'Crime'}
11959	{'id': 35_'name': 'Comedy'}
11960	{'id': 18_'name': 'Drama'|'id': 10769_'name': 'Foreign'|'id': 10749_'name': 'Romance'}
11962	{'id': 14_'name': 'Fantasy'|'id': 35_'name': 'Comedy'|'id': 10402_'name': 'Music'}
11963	{'id': 28_'name': 'Action'|'id': 53_'name': 'Thriller'|'id': 9648_'name': 'Mystery'}
11966	{'id': 35_'name': 'Comedy'|'id': 10751_'name': 'Family'|'id': 878_'name': 'Science Fiction'|'id': 18_'name': 'Drama'}
11967	{'id': 80_'name': 'Crime'|'id': 28_'name': 'Action'|'id': 12_'name': 'Adventure'|'id': 18_'name': 'Drama'|'id': 37_'name': 'Western'}
11968	{'id': 28_'name': 'Action'|'id': 53_'name': 'Thriller'|'id': 12_'name': 'Adventure'|'id': 80_'name': 'Crime'}
11969	{'id': 28_'name': 'Action'|'id': 12_'name': 'Adventure'|'id': 18_'name': 'Drama'|'id': 36_'name': 'History'|'id': 37_'name': 'Western'}
11970	{'id': 16_'name': 'Animation'|'id': 10751_'name': 'Family'|'id': 14_'name': 'Fantasy'|'id': 12_'name': 'Adventure'|'id': 35_'name': 'Comedy'|'id': 10749_'name': 'Romance'}
11971	{'id': 18_'name': 'Drama'|'id': 35_'name': 'Comedy'|'id': 10749_'name': 'Romance'}
11972	{'id': 35_'name': 'Comedy'}
11973	{'id': 18_'name': 'Drama'|'id': 53_'name': 'Thriller'}
11974	{'id': 35_'name': 'Comedy'|'id': 27_'name': 'Horror'|'id': 53_'name': 'Thriller'}
11975	{'id': 18_'name': 'Drama'|'id': 80_'name': 'Crime'|'id': 53_'name': 'Thriller'}
11976	{'id': 12_'name': 'Adventure'|'id': 14_'name': 'Fantasy'}
11977	{'id': 35_'name': 'Comedy'}
11978	{'id': 18_'name': 'Drama'}
11979	{'id': 18_'name': 'Drama'|'id': 14_'name': 'Fantasy'|'id': 27_'name': 'Horror'}
11980	{'id': 14_'name': 'Fantasy'|'id': 27_'name': 'Horror'|'id': 53_'name': 'Thriller'}
11982	{'id': 10749_'name': 'Romance'|'id': 35_'name': 'Comedy'|'id': 10751_'name': 'Family'}
11983	{'id': 28_'name': 'Action'|'id': 12_'name': 'Adventure'|'id': 18_'name': 'Drama'|'id': 10749_'name': 'Romance'|'id': 53_'name': 'Thriller'}
11985	{'id': 18_'name': 'Drama'}
11986	{'id': 18_'name': 'Drama'|'id': 10749_'name': 'Romance'}
12076	{'id': 35_'name': 'Comedy'}
12078	{'id': 18_'name': 'Drama'}
12079	{'id': 35_'name': 'Comedy'|'id': 80_'name': 'Crime'|'id': 18_'name': 'Drama'}
12085	{'id': 28_'name': 'Action'|'id': 35_'name': 'Comedy'|'id': 80_'name': 'Crime'}
12086	{'id': 18_'name': 'Drama'|'id': 10769_'name': 'Foreign'}
12088	{'id': 28_'name': 'Action'|'id': 53_'name': 'Thriller'|'id': 878_'name': 'Science Fiction'}
12089	{'id': 35_'name': 'Comedy'|'id': 9648_'name': 'Mystery'}
12090	{'id': 35_'name': 'Comedy'}
12092	{'id': 16_'name': 'Animation'|'id': 12_'name': 'Adventure'|'id': 10751_'name': 'Family'|'id': 14_'name': 'Fantasy'}
12093	{'id': 80_'name': 'Crime'|'id': 18_'name': 'Drama'}
12094	{'id': 28_'name': 'Action'|'id': 35_'name': 'Comedy'|'id': 99_'name': 'Documentary'}
12095	{'id': 80_'name': 'Crime'|'id': 28_'name': 'Action'|'id': 27_'name': 'Horror'|'id': 53_'name': 'Thriller'}
12096	{'id': 28_'name': 'Action'|'id': 35_'name': 'Comedy'|'id': 80_'name': 'Crime'|'id': 9648_'name': 'Mystery'|'id': 10751_'name': 'Family'}
12097	{'id': 12_'name': 'Adventure'|'id': 10751_'name': 'Family'}
12100	{'id': 18_'name': 'Drama'|'id': 28_'name': 'Action'|'id': 36_'name': 'History'|'id': 10752_'name': 'War'}
12101	{'id': 9648_'name': 'Mystery'|'id': 878_'name': 'Science Fiction'|'id': 53_'name': 'Thriller'}
12102	{'id': 18_'name': 'Drama'}
12103	{'id': 53_'name': 'Thriller'}
12104	{'id': 10402_'name': 'Music'}
12105	{'id': 16_'name': 'Animation'|'id': 14_'name': 'Fantasy'|'id': 10402_'name': 'Music'}
12106	{'id': 28_'name': 'Action'|'id': 37_'name': 'Western'}
12107	{'id': 14_'name': 'Fantasy'|'id': 35_'name': 'Comedy'|'id': 10749_'name': 'Romance'|'id': 878_'name': 'Science Fiction'}
12109	{'id': 18_'name': 'Drama'|'id': 35_'name': 'Comedy'|'id': 10402_'name': 'Music'}
12110	{'id': 35_'name': 'Comedy'|'id': 27_'name': 'Horror'}
12112	{'id': 18_'name': 'Drama'|'id': 10749_'name': 'Romance'|'id': 53_'name': 'Thriller'}
12113	{'id': 28_'name': 'Action'|'id': 18_'name': 'Drama'|'id': 53_'name': 'Thriller'}
12115	{'id': 18_'name': 'Drama'|'id': 10749_'name': 'Romance'}
12116	{'id': 18_'name': 'Drama'|'id': 10749_'name': 'Romance'}
12117	{'id': 18_'name': 'Drama'|'id': 9648_'name': 'Mystery'|'id': 53_'name': 'Thriller'}
12118	{'id': 35_'name': 'Comedy'|'id': 80_'name': 'Crime'}
12120	{'id': 35_'name': 'Comedy'|'id': 878_'name': 'Science Fiction'}
12121	{'id': 35_'name': 'Comedy'}
12122	{'id': 53_'name': 'Thriller'|'id': 27_'name': 'Horror'|'id': 878_'name': 'Science Fiction'}
12123	{'id': 28_'name': 'Action'|'id': 18_'name': 'Drama'|'id': 878_'name': 'Science Fiction'|'id': 53_'name': 'Thriller'}
12124	{'id': 18_'name': 'Drama'}
12127	{'id': 12_'name': 'Adventure'|'id': 10751_'name': 'Family'}
12128	{'id': 27_'name': 'Horror'|'id': 35_'name': 'Comedy'}
12129	{'id': 14_'name': 'Fantasy'|'id': 35_'name': 'Comedy'|'id': 10751_'name': 'Family'|'id': 12_'name': 'Adventure'}
12130	{'id': 18_'name': 'Drama'|'id': 10749_'name': 'Romance'}
12133	{'id': 35_'name': 'Comedy'}
12135	{'id': 18_'name': 'Drama'|'id': 10769_'name': 'Foreign'|'id': 27_'name': 'Horror'|'id': 53_'name': 'Thriller'}
12138	{'id': 28_'name': 'Action'|'id': 12_'name': 'Adventure'|'id': 35_'name': 'Comedy'|'id': 53_'name': 'Thriller'|'id': 80_'name': 'Crime'}
12139	{'id': 10751_'name': 'Family'|'id': 35_'name': 'Comedy'}
12140	{'id': 16_'name': 'Animation'|'id': 18_'name': 'Drama'|'id': 878_'name': 'Science Fiction'}
12142	{'id': 28_'name': 'Action'|'id': 14_'name': 'Fantasy'|'id': 27_'name': 'Horror'|'id': 53_'name': 'Thriller'}
12143	{'id': 80_'name': 'Crime'|'id': 18_'name': 'Drama'}
12144	{'id': 16_'name': 'Animation'|'id': 12_'name': 'Adventure'|'id': 10751_'name': 'Family'}
12145	{'id': 35_'name': 'Comedy'|'id': 10749_'name': 'Romance'}
12146	{'id': 53_'name': 'Thriller'|'id': 37_'name': 'Western'|'id': 12_'name': 'Adventure'}
12147	{'id': 18_'name': 'Drama'}
12149	{'id': 18_'name': 'Drama'|'id': 53_'name': 'Thriller'|'id': 80_'name': 'Crime'}
12150	{'id': 18_'name': 'Drama'|'id': 80_'name': 'Crime'|'id': 9648_'name': 'Mystery'}
12151	{'id': 35_'name': 'Comedy'}
12153	{'id': 35_'name': 'Comedy'}
12154	{'id': 10751_'name': 'Family'|'id': 35_'name': 'Comedy'|'id': 18_'name': 'Drama'}
12155	{'id': 10751_'name': 'Family'|'id': 14_'name': 'Fantasy'|'id': 12_'name': 'Adventure'}
12156	{'id': 18_'name': 'Drama'}
12157	{'id': 35_'name': 'Comedy'|'id': 18_'name': 'Drama'|'id': 10749_'name': 'Romance'}
12158	{'id': 35_'name': 'Comedy'|'id': 27_'name': 'Horror'|'id': 10749_'name': 'Romance'}
12159	{'id': 18_'name': 'Drama'|'id': 14_'name': 'Fantasy'|'id': 10749_'name': 'Romance'}
12160	{'id': 18_'name': 'Drama'|'id': 28_'name': 'Action'|'id': 37_'name': 'Western'}
12161	{'id': 18_'name': 'Drama'}
12162	{'id': 18_'name': 'Drama'|'id': 53_'name': 'Thriller'|'id': 10752_'name': 'War'}
12163	{'id': 18_'name': 'Drama'|'id': 10749_'name': 'Romance'}
12165	{'id': 18_'name': 'Drama'|'id': 10749_'name': 'Romance'}
12166	{'id': 35_'name': 'Comedy'|'id': 18_'name': 'Drama'}
12167	{'id': 35_'name': 'Comedy'|'id': 18_'name': 'Drama'}
12169	{'id': 18_'name': 'Drama'}
12171	{'id': 27_'name': 'Horror'|'id': 53_'name': 'Thriller'}
12172	{'id': 99_'name': 'Documentary'}
12177	{'id': 35_'name': 'Comedy'|'id': 10749_'name': 'Romance'}
12178	{'id': 18_'name': 'Drama'|'id': 35_'name': 'Comedy'|'id': 10749_'name': 'Romance'}
12179	{'id': 99_'name': 'Documentary'}
12180	{'id': 53_'name': 'Thriller'|'id': 16_'name': 'Animation'|'id': 28_'name': 'Action'|'id': 878_'name': 'Science Fiction'|'id': 12_'name': 'Adventure'|'id': 14_'name': 'Fantasy'}
12182	{'id': 35_'name': 'Comedy'|'id': 10402_'name': 'Music'|'id': 10749_'name': 'Romance'}
12183	{'id': 35_'name': 'Comedy'|'id': 18_'name': 'Drama'|'id': 10749_'name': 'Romance'}
12184	{'id': 18_'name': 'Drama'}
12185	{'id': 14_'name': 'Fantasy'|'id': 18_'name': 'Drama'|'id': 35_'name': 'Comedy'|'id': 10749_'name': 'Romance'}
12186	{'id': 14_'name': 'Fantasy'|'id': 18_'name': 'Drama'|'id': 35_'name': 'Comedy'}
12187	{'id': 14_'name': 'Fantasy'|'id': 18_'name': 'Drama'|'id': 35_'name': 'Comedy'|'id': 878_'name': 'Science Fiction'|'id': 10749_'name': 'Romance'}
12192	{'id': 80_'name': 'Crime'|'id': 27_'name': 'Horror'|'id': 53_'name': 'Thriller'}
12193	{'id': 35_'name': 'Comedy'|'id': 10749_'name': 'Romance'|'id': 18_'name': 'Drama'}
12197	{'id': 18_'name': 'Drama'}
12198	{'id': 10751_'name': 'Family'|'id': 18_'name': 'Drama'}
12201	{'id': 80_'name': 'Crime'|'id': 18_'name': 'Drama'|'id': 9648_'name': 'Mystery'|'id': 53_'name': 'Thriller'}
12205	{'id': 27_'name': 'Horror'|'id': 53_'name': 'Thriller'}
12206	{'id': 80_'name': 'Crime'|'id': 18_'name': 'Drama'|'id': 27_'name': 'Horror'|'id': 53_'name': 'Thriller'}
12207	{'id': 28_'name': 'Action'|'id': 35_'name': 'Comedy'}
12208	{'id': 12_'name': 'Adventure'|'id': 28_'name': 'Action'|'id': 35_'name': 'Comedy'}
12211	{'id': 28_'name': 'Action'|'id': 14_'name': 'Fantasy'|'id': 878_'name': 'Science Fiction'}
12212	{'id': 27_'name': 'Horror'}
12219	{'id': 80_'name': 'Crime'|'id': 18_'name': 'Drama'}
12220	{'id': 35_'name': 'Comedy'|'id': 18_'name': 'Drama'|'id': 10749_'name': 'Romance'}
12221	{'id': 18_'name': 'Drama'}
12222	{'id': 16_'name': 'Animation'|'id': 35_'name': 'Comedy'|'id': 10751_'name': 'Family'|'id': 12_'name': 'Adventure'|'id': 14_'name': 'Fantasy'}
12223	{'id': 27_'name': 'Horror'|'id': 9648_'name': 'Mystery'|'id': 878_'name': 'Science Fiction'}
12224	{'id': 28_'name': 'Action'|'id': 12_'name': 'Adventure'|'id': 10751_'name': 'Family'|'id': 14_'name': 'Fantasy'|'id': 878_'name': 'Science Fiction'}
12225	{'id': 18_'name': 'Drama'|'id': 35_'name': 'Comedy'|'id': 10749_'name': 'Romance'}
12227	{'id': 28_'name': 'Action'|'id': 12_'name': 'Adventure'|'id': 18_'name': 'Drama'|'id': 10751_'name': 'Family'}
12228	{'id': 36_'name': 'History'|'id': 99_'name': 'Documentary'}
12229	{'id': 35_'name': 'Comedy'|'id': 18_'name': 'Drama'}
12230	{'id': 12_'name': 'Adventure'|'id': 16_'name': 'Animation'|'id': 35_'name': 'Comedy'|'id': 10751_'name': 'Family'}
12232	{'id': 28_'name': 'Action'|'id': 12_'name': 'Adventure'|'id': 10751_'name': 'Family'|'id': 14_'name': 'Fantasy'}
12233	{'id': 16_'name': 'Animation'|'id': 35_'name': 'Comedy'|'id': 10751_'name': 'Family'}
12235	{'id': 9648_'name': 'Mystery'|'id': 53_'name': 'Thriller'}
12236	{'id': 28_'name': 'Action'|'id': 35_'name': 'Comedy'}
12237	{'id': 99_'name': 'Documentary'|'id': 27_'name': 'Horror'}
12238	{'id': 9648_'name': 'Mystery'|'id': 27_'name': 'Horror'|'id': 14_'name': 'Fantasy'}
12239	{'id': 28_'name': 'Action'|'id': 18_'name': 'Drama'|'id': 53_'name': 'Thriller'}
12241	{'id': 35_'name': 'Comedy'|'id': 80_'name': 'Crime'|'id': 53_'name': 'Thriller'}
12242	{'id': 16_'name': 'Animation'|'id': 35_'name': 'Comedy'|'id': 10751_'name': 'Family'|'id': 28_'name': 'Action'}
12244	{'id': 28_'name': 'Action'|'id': 12_'name': 'Adventure'|'id': 16_'name': 'Animation'|'id': 878_'name': 'Science Fiction'|'id': 53_'name': 'Thriller'}
12245	{'id': 80_'name': 'Crime'|'id': 9648_'name': 'Mystery'|'id': 53_'name': 'Thriller'}
12246	{'id': 36_'name': 'History'}
12247	{'id': 18_'name': 'Drama'|'id': 53_'name': 'Thriller'}
12249	{'id': 35_'name': 'Comedy'|'id': 10769_'name': 'Foreign'|'id': 18_'name': 'Drama'}
12251	{'id': 28_'name': 'Action'|'id': 35_'name': 'Comedy'|'id': 53_'name': 'Thriller'|'id': 80_'name': 'Crime'|'id': 10749_'name': 'Romance'}
12253	{'id': 28_'name': 'Action'|'id': 18_'name': 'Drama'}
12254	{'id': 10770_'name': 'TV Movie'|'id': 35_'name': 'Comedy'|'id': 18_'name': 'Drama'|'id': 10749_'name': 'Romance'}
12255	{'id': 80_'name': 'Crime'|'id': 18_'name': 'Drama'|'id': 53_'name': 'Thriller'}
12257	{'id': 18_'name': 'Drama'|'id': 35_'name': 'Comedy'|'id': 10749_'name': 'Romance'}
12259	{'id': 28_'name': 'Action'}
